titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,source,date_publication,caracteristiques,url
نيمرو فالفلوجة بين استاسيوه اهل الصيام وربينة الفلوجة,Land Plot,Vente,600000,144.00,,,,Arafat,Nouakchott Sud,"نيمرو فالفلوجة بين استاسيوه اهل الصيام وربينة الفلوجة 600,000 MRU Land Plot 5 months ago • Arafat محمد عبد الله ولد سيكه 5",voursa,5 months ago,"landmark: ربينة الفلوجة, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فالفلوجة-بين-استاسيوه-اهل-الصيام-وربينة-الفلوجة-1ea2
نيمرو فملح,Land Plot,Vente,140000,120.00,,,,Toujounine,Nouakchott Nord,"نيمرو فملح 140,000 MRU Land Plot 5 months ago • Toujounine محمد عبد الله ولد سيكه 3",voursa,5 months ago,"landmark: شارع ديمي, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فملح--3c45
بيت للإجار فصحراوي,Residential Property,Vente,8000,1.00,1.0,1.0,1.0,Tevragh Zeina,Nouakchott Ouest,"بيت للإجار فصحراوي 8,000 MRU Residential Property 5 months ago • Tevragh Zeina وكالة النجاح 1",voursa,5 months ago,"landmark: صلطنة عمان, land_title: Yes, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/بيت-للاجار-فصحراوي--f629
للإجار أبرتماه يتكون من ثلاث غرف وجلسه,Residential Property,Vente,16000,5.00,3.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"للإجار أبرتماه يتكون من ثلاث غرف وجلسه 16,000 MRU Residential Property 5 months ago • Tevragh Zeina وكالة النجاح 1",voursa,5 months ago,"landmark: الصحراوي, land_title: No, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/للاجار-ابرتماه-يتكون-من-ثلاث-غرف-وجلسه--ad85
منزل فالفلوجة,Residential Property,Vente,1300000,150.00,3.0,1.0,2.0,Arafat,Nouakchott Sud,"منزل فالفلوجة 1,300,000 MRU Residential Property 5 months ago • Arafat محمد عبد الله ولد سيكه 5",voursa,5 months ago,"landmark: ديسق, land_title: Yes, balconies: 1, street_size: 6.00",https://voursa.com/EN/categories/real_estate/ads/منزل-فالفلوجة--20b5
نيمرو من سكتير 5 قريب من كدروه كمال,Land Plot,Vente,5300000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من سكتير 5 قريب من كدروه كمال 5,300,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 1",voursa,5 months ago,"landmark: السورية للمقاولات, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-5-قريب-من-كدروه-كمال--1c61
أبرتماه للإيجار في الصكوك أكريب من شهرزاد ألا ب 100 أفانص 3 اشهر,Residential Property,Vente,10000,150.00,2.0,1.0,2.0,Teyarett,Nouakchott Nord,"أبرتماه للإيجار في الصكوك أكريب من شهرزاد ألا ب 100 أفانص 3 اشهر 10,000 MRU Residential Property 5 months ago • Teyarett محمد فاضل 7",voursa,5 months ago,"landmark: شهرزاد, land_title: No, balconies: 1",https://voursa.com/EN/categories/real_estate/ads/ابرتماه-للايجار-في-الصكوك-اكريب-من-شهرزاد-الا-ب-100-افانص-3-اشهر-f78a
نمرو للبيـــــع في مطار القديم,Land Plot,Vente,900000,180.00,,,,Dar Naim,Nouakchott Nord,"نمرو للبيـــــع في مطار القديم 900,000 MRU Land Plot 5 months ago • Dar Naim بورصة عبد الله العقارية 1",voursa,5 months ago,"landmark: مجمع بلال, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نمرو-للبيـــــع-في-مطار-القديم--de0f
Boutique,Store,Vente,60000,7.00,,,,Ksar,Nouakchott Ouest,"Boutique 60,000 MRU Store 5 months ago • Ksar فاطمه 5",voursa,5 months ago,"landmark: بوتيك, land_title: No",https://voursa.com/EN/categories/real_estate/ads/boutig-87ef
نمرو للبيـــــع في الحي العسكري التيسير,Land Plot,Vente,430000,180.00,,,,Teyarett,Nouakchott Nord,"نمرو للبيـــــع في الحي العسكري التيسير 430,000 MRU Land Plot 5 months ago • Teyarett بورصة عبد الله العقارية 1",voursa,5 months ago,"landmark: طريق اكجوجت, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نمرو-للبيـــــع-في-الحي-العسكري-التيسير--0aa3
نصف من سكتير 6 مساحة 350م في الركن,Land Plot,Vente,3150000,350.00,,,,Tevragh Zeina,Nouakchott Ouest,"نصف من سكتير 6 مساحة 350م في الركن 3,150,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 1",voursa,5 months ago,"landmark: كمال, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نصف-من-سكتير-6-مساحة-350م-في-الركن--590c
نمرو للبيـــــــــع في حي العسكري التيسير,Land Plot,Vente,550000,216.00,,,,Teyarett,Nouakchott Nord,"نمرو للبيـــــــــع في حي العسكري التيسير 550,000 MRU Land Plot 5 months ago • Teyarett بورصة عبد الله العقارية 1",voursa,5 months ago,"landmark: طريق اكجوجت, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نمرو-للبيـــــــــع-في-حي-العسكري-التيسير--7119
400م من سكتير 4 قرب كدروه الشارة,Land Plot,Vente,4800000,400.00,,,,Tevragh Zeina,Nouakchott Ouest,"400م من سكتير 4 قرب كدروه الشارة 4,800,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 1",voursa,5 months ago,"landmark: محطة ster, land_title: No",https://voursa.com/EN/categories/real_estate/ads/400م-من-سكتير-4-قرب-كدروه-الشارة--5908
نمرو للبيـــــع في مطار القديم,Land Plot,Vente,550000,216.00,,,,Teyarett,Nouakchott Nord,"نمرو للبيـــــع في مطار القديم 550,000 MRU Land Plot 5 months ago • Teyarett بورصة عبد الله العقارية 1",voursa,5 months ago,"landmark: طب آثار, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نمرو-للبيـــــع-في-مطار-القديم--e54f
نيمرو أفكرن من بلوكات سكتير 1,Land Plot,Vente,4200000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو أفكرن من بلوكات سكتير 1 4,200,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 2",voursa,5 months ago,"landmark: طب القلب, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-بلوكات-سكتير-1--9e04
سمعه فعين طلح للبيع,Residential Property,Vente,2100000,180.00,7.0,1.0,1.0,Teyarett,Nouakchott Nord,"سمعه فعين طلح للبيع 2,100,000 MRU Residential Property 5 months ago • Teyarett الخدمات العامه 1",voursa,5 months ago,"landmark: شارع تضامن, land_title: Yes, balconies: 1, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/سمعه-فعين-طلح-للبيع-01de
نيمرو فاتح ف ابرك فمدال f للثيغ,Land Plot,Vente,4600000,700.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فاتح ف ابرك فمدال f للثيغ 4,600,000 MRU Land Plot 5 months ago • Tevragh Zeina محمد 1",voursa,5 months ago,"landmark: مدال F, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فاتح-ف-ابرك-فمدال-f-للثيغ--edf2
للبيع دوبلكس,Residential Property,Vente,6000000,250.00,6.0,2.0,5.0,Tevragh Zeina,Nouakchott Ouest,"للبيع دوبلكس 6,000,000 MRU Residential Property 5 months ago • Tevragh Zeina وكالة النجاح 10",voursa,5 months ago,"landmark: كرفور s n d, land_title: No, balconies: 2, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/للبيع-فرصه-لاتعوض--1f68
منزل فالفلوجة من كد كدروه الدايه 19,Residential Property,Vente,1200000,168.00,3.0,1.0,2.0,Arafat,Nouakchott Sud,"منزل فالفلوجة من كد كدروه الدايه 19 1,200,000 MRU Residential Property 5 months ago • Arafat محمد عبد الله ولد سيكه 1",voursa,5 months ago,"landmark: الداية 19, land_title: Yes, balconies: 1, street_size: 10.00",https://voursa.com/EN/categories/real_estate/ads/منزل-فالفلوجة-من-كد-كدروه-الدايه-19-b588
نيمرو للبيع على كدروه بوحديد ربينة الثالثة,Land Plot,Vente,1300000,180.00,,,,Toujounine,Nouakchott Nord,"نيمرو للبيع على كدروه بوحديد ربينة الثالثة 1,300,000 MRU Land Plot 5 months ago • Toujounine Bcren brahm 4",voursa,5 months ago,"landmark: ربينة الثالثة, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيع-على-كدروه-بوحديد-ربينة-الثالثة--2ae2
دار فالفلوجة اعل شارع اكبير,Residential Property,Vente,1900000,180.00,3.0,1.0,2.0,Arafat,Nouakchott Sud,"دار فالفلوجة اعل شارع اكبير 1,900,000 MRU Residential Property 5 months ago • Arafat محمد عبد الله ولد سيكه 4",voursa,5 months ago,"landmark: الفلوجة, land_title: Yes, balconies: 1, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/دار-فالفلوجة-اعل-شارع-اكبير--833a
ديبلكس للايجار فصحراوي,Residential Property,Vente,120000,300.00,7.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"ديبلكس للايجار فصحراوي 120,000 MRU Residential Property 5 months ago • Tevragh Zeina الخدمات العامه 4",voursa,5 months ago,"landmark: صحراوي, land_title: Yes, balconies: 1, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/ديبلكس-للايجار-فصحراوي--c5f8
نمروين للبيـــــع في الاسكان,Land Plot,Vente,1100000,600.00,,,,Dar Naim,Nouakchott Nord,"نمروين للبيـــــع في الاسكان 1,100,000 MRU Land Plot 5 months ago • Dar Naim بورصة عبد الله العقارية 1",voursa,5 months ago,"landmark: الوالاية, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نمروين-للبيـــــع-في-الاسكان--5d39
فرصة سكن اعل كدروه الربينه بوحديده,Residential Property,Vente,1300000,180.00,1.0,1.0,1.0,Toujounine,Nouakchott Nord,"فرصة سكن اعل كدروه الربينه بوحديده 1,300,000 MRU Residential Property 5 months ago • Toujounine محمد عبد الله ولد سيكه 5",voursa,5 months ago,"landmark: لمسيد لحمر, land_title: Yes, balconies: 1, street_size: 30.00",https://voursa.com/EN/categories/real_estate/ads/فرصة-سكن-اعل-كدروه-الربينه-بوحديده--87e7
استديو للإجار بالقرب من كارفور جامبور,Residential Property,Vente,10000,200.00,2.0,2.0,2.0,Tevragh Zeina,Nouakchott Ouest,"استديو للإجار بالقرب من كارفور جامبور 10,000 MRU Residential Property 5 months ago • Tevragh Zeina أحمد 8",voursa,5 months ago,"landmark: جامبور, land_title: No, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/استديو-للاجار-بالقرب-من-كارفور-جامبور--664b
دار للإيحار,Residential Property,Vente,8000,15.00,4.0,1.0,2.0,Arafat,Nouakchott Sud,"دار للإيحار 8,000 MRU Residential Property 5 months ago • Arafat هيبتنا 3",voursa,5 months ago,"landmark: محطة البنزين الفلوجة, land_title: Yes, balconies: 0, street_size: 8.00",https://voursa.com/EN/categories/real_estate/ads/دار-للايحار-c392
300م افكرن من سكتير 2 اعل شارع 30م,Land Plot,Vente,2300000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"300م افكرن من سكتير 2 اعل شارع 30م 2,300,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 1",voursa,5 months ago,"landmark: طريق انواذيبو, land_title: No",https://voursa.com/EN/categories/real_estate/ads/300م-افكرن-من-سكتير-2-اعل-شارع-30م-76f2
للبيع فرصه حقيقيه ديبلكس فصحراوي احذ مسجد خير القرون,Residential Property,Vente,6000000,200.00,5.0,2.0,5.0,Tevragh Zeina,Nouakchott Ouest,"للبيع فرصه حقيقيه ديبلكس فصحراوي احذ مسجد خير القرون 6,000,000 MRU Residential Property 5 months ago • Tevragh Zeina سيدي عبدالله 1",voursa,5 months ago,"landmark: دار بدر, land_title: Yes, balconies: 2, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/للبيع-فرصه-حقيقيه-ديبلكس-فصحراوي-احذ-مسجد-خير-القرون--a09e
عروض للبيــــــع من المطار القديم,Land Plot,Vente,1500000,400.00,,,,Tevragh Zeina,Nouakchott Ouest,"عروض للبيــــــع من المطار القديم 1,500,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 9",voursa,5 months ago,"landmark: المطار القديم, land_title: No",https://voursa.com/EN/categories/real_estate/ads/-عروض-للبيــــــع-من-المطار-القديم--95d1
سمعه فشرم الشيخ,Residential Property,Vente,1350000,150.00,7.0,1.0,1.0,Arafat,Nouakchott Sud,"سمعه فشرم الشيخ 1,350,000 MRU Residential Property 5 months ago • Arafat الخدمات العامه 2",voursa,5 months ago,"landmark: شرم الشيخ, land_title: Yes, balconies: 1, street_size: 30.00",https://voursa.com/EN/categories/real_estate/ads/سمعه-فشرم-الشيخ-8735
نيمرو فدبي توجنين,Land Plot,Vente,140000,120.00,,,,Toujounine,Nouakchott Nord,"نيمرو فدبي توجنين 140,000 MRU Land Plot 5 months ago • Toujounine محمد عبد الله ولد سيكه 1",voursa,5 months ago,"landmark: امسيد اهل انويكظ, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فدبي-توجنين-cbd4
قطعة أرض أفكرن فمنطقة F Nord سكتير 9,Land Plot,Vente,4500000,534.00,,,,Tevragh Zeina,Nouakchott Ouest,"قطعة أرض أفكرن فمنطقة F Nord سكتير 9 4,500,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 1",voursa,5 months ago,"landmark: كلية الطب, land_title: No",https://voursa.com/EN/categories/real_estate/ads/قطعة-ارض-افكرن-فمنطقة-f-nord-سكتير-9--bcd7
منزل للبيـــــــــــــــــــــع توجنين دوبي,Residential Property,Vente,1300000,180.00,3.0,1.0,2.0,Toujounine,Nouakchott Nord,"منزل للبيـــــــــــــــــــــع توجنين دوبي 1,300,000 MRU Residential Property 5 months ago • Toujounine Bcren brahm 5",voursa,5 months ago,"landmark: دوبي, land_title: Yes, balconies: 1, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/منزل-للبيـــــــــــــــــــــع-توجنين-دوبي-1104
نيمرو من سكتير 4,Land Plot,Vente,6300000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من سكتير 4 6,300,000 MRU Land Plot 5 months ago • Tevragh Zeina سيدي محمد 1",voursa,5 months ago,"landmark: كدروه السنوار, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-سكتير-4-a9fe
نيمرو أفكرن من O1 تيارت قريب من بوش 10,Land Plot,Vente,1500000,260.00,,,,Teyarett,Nouakchott Nord,"نيمرو أفكرن من O1 تيارت قريب من بوش 10 1,500,000 MRU Land Plot 5 months ago • Teyarett سيدي محمد 2",voursa,5 months ago,"landmark: معهد المهندسين, land_title: No",https://voursa.com/EN/categories/real_estate/ads/نيمرو-افكرن-من-o1-تيارت-قريب-من-بوش-10-48d3
